Order ID,Pizza Type,Turtle,Quantity,Price,Order Date,Delivery Location
ORD-08639,Meat Lovers,Raphael,3,17.59,2023-12-23,Central Park
ORD-08640,Hawaiian,Raphael,1,13.16,2023-08-10,Rooftop
ORD-08641,Pepperoni,Donatello,2,22.84,2024-07-23,Rooftop
ORD-08642,Pepperoni,Donatello,1,19.81,2023-11-26,Sewer Lair
ORD-08643,Cheese,Donatello,4,15.61,2024-02-16,Sewer Lair
ORD-08644,Cheese,Raphael,3,23.67,2023-08-12,Rooftop
ORD-08645,Hawaiian,Leonardo,4,18.68,2023-10-16,Rooftop
ORD-08646,Supreme,Leonardo,4,18.98,2024-04-25,Sewer Lair
ORD-08647,Veggie,Michelangelo,3,13.16,2023-11-18,Rooftop
ORD-08648,Supreme,Michelangelo,2,13.94,2023-10-22,Central Park
ORD-08649,Hawaiian,Leonardo,3,14.83,2024-04-27,Rooftop
ORD-08650,Cheese,Donatello,5,24.02,2024-05-22,Central Park
ORD-08651,Meat Lovers,Donatello,1,16.17,2024-03-14,April's Apartment
ORD-08652,Cheese,Donatello,1,24.91,2023-11-28,Sewer Lair
ORD-08653,Cheese,Leonardo,2,23.58,2024-05-26,April's Apartment
ORD-08654,Veggie,Raphael,5,17.77,2024-02-14,Sewer Lair
ORD-08655,Veggie,Donatello,5,24.89,2023-10-21,Sewer Lair
ORD-08656,Hawaiian,Leonardo,5,13.23,2024-07-04,Sewer Lair
ORD-08657,Meat Lovers,Leonardo,3,16.14,2023-10-31,Rooftop
ORD-08658,Supreme,Michelangelo,4,24.76,2024-02-09,Sewer Lair
ORD-08659,Cheese,Raphael,3,18.26,2023-09-25,April's Apartment
ORD-08660,Meat Lovers,Raphael,4,18.05,2023-10-03,Sewer Lair
ORD-08661,Pepperoni,Raphael,4,19.08,2023-08-09,Sewer Lair
ORD-08662,Meat Lovers,Michelangelo,5,24.62,2023-10-03,Central Park
ORD-08663,Cheese,Leonardo,2,14.01,2024-04-06,Central Park
ORD-08664,Supreme,Leonardo,5,22.49,2023-11-06,April's Apartment
ORD-08665,Cheese,Michelangelo,2,21.02,2024-05-12,April's Apartment
ORD-08666,Hawaiian,Michelangelo,5,11.7,2024-03-31,Central Park
ORD-08667,Cheese,Leonardo,3,19.77,2024-05-11,Central Park
ORD-08668,Meat Lovers,Leonardo,2,11.41,2023-11-13,Central Park
ORD-08669,Supreme,Leonardo,2,12.57,2024-06-06,Central Park
ORD-08670,Meat Lovers,Raphael,1,22.75,2023-11-04,Sewer Lair
ORD-08671,Pepperoni,Leonardo,2,11.94,2024-05-30,Sewer Lair
ORD-08672,Pepperoni,Leonardo,1,24.9,2023-09-10,April's Apartment
ORD-08673,Cheese,Michelangelo,2,16.33,2023-11-29,Central Park
ORD-08674,Supreme,Donatello,3,16.23,2024-01-09,April's Apartment
ORD-08675,Pepperoni,Leonardo,1,18.65,2023-09-06,Central Park
ORD-08676,Meat Lovers,Leonardo,4,22.19,2023-08-03,Rooftop
ORD-08677,Hawaiian,Michelangelo,4,15.43,2023-09-08,Central Park
ORD-08678,Veggie,Leonardo,3,16.7,2024-03-21,April's Apartment
ORD-08679,Hawaiian,Leonardo,1,24.92,2023-08-26,Sewer Lair
ORD-08680,Cheese,Leonardo,3,14.88,2024-05-23,April's Apartment
ORD-08681,Meat Lovers,Michelangelo,3,15.44,2024-02-12,Sewer Lair
ORD-08682,Supreme,Donatello,2,10.09,2023-11-21,Central Park
ORD-08683,Meat Lovers,Donatello,1,11.37,2024-02-28,Rooftop
ORD-08684,Meat Lovers,Raphael,3,18.01,2024-04-15,Central Park
ORD-08685,Pepperoni,Donatello,4,24.45,2023-11-04,Sewer Lair
ORD-08686,Meat Lovers,Raphael,5,11.99,2024-04-13,Rooftop
ORD-08687,Cheese,Raphael,2,15.74,2023-12-06,Sewer Lair
ORD-08688,Cheese,Michelangelo,4,14.73,2023-08-08,Central Park
ORD-08689,Pepperoni,Leonardo,3,21.42,2023-10-27,April's Apartment
ORD-08690,Meat Lovers,Donatello,4,20.17,2023-08-19,April's Apartment
ORD-08691,Cheese,Leonardo,2,21.08,2023-09-21,Sewer Lair
ORD-08692,Meat Lovers,Michelangelo,4,20.35,2023-09-07,Rooftop
ORD-08693,Supreme,Donatello,2,15.92,2024-03-14,April's Apartment
ORD-08694,Hawaiian,Donatello,1,18.14,2023-08-29,Central Park
ORD-08695,Veggie,Michelangelo,4,22.17,2024-04-26,Central Park
ORD-08696,Supreme,Leonardo,1,24.32,2024-02-09,Central Park
ORD-08697,Cheese,Leonardo,2,24.88,2023-09-20,Rooftop
ORD-08698,Hawaiian,Leonardo,4,13.9,2024-05-24,April's Apartment
ORD-08699,Supreme,Donatello,3,19.79,2024-01-04,Rooftop
ORD-08700,Meat Lovers,Raphael,1,11.97,2023-11-07,April's Apartment
ORD-08701,Cheese,Donatello,4,22.24,2023-08-31,Sewer Lair
ORD-08702,Cheese,Leonardo,1,24.94,2023-12-11,April's Apartment
ORD-08703,Supreme,Leonardo,5,22.9,2024-05-09,Rooftop
ORD-08704,Cheese,Raphael,4,19.01,2023-10-05,Rooftop
ORD-08705,Pepperoni,Raphael,5,22.73,2023-12-09,Rooftop
ORD-08706,Meat Lovers,Leonardo,5,22.24,2023-11-01,Rooftop
ORD-08707,Hawaiian,Raphael,2,20.02,2024-02-07,April's Apartment
ORD-08708,Cheese,Raphael,1,22.87,2023-12-08,Central Park
ORD-08709,Meat Lovers,Michelangelo,5,15.61,2024-05-14,Rooftop
ORD-08710,Supreme,Raphael,2,22.75,2024-06-30,Rooftop
ORD-08711,Pepperoni,Raphael,3,11.79,2024-01-25,Central Park
ORD-08712,Cheese,Raphael,1,19.09,2024-04-07,April's Apartment
ORD-08713,Veggie,Michelangelo,2,13.98,2024-01-11,Rooftop
ORD-08714,Meat Lovers,Raphael,2,19.39,2023-08-22,Sewer Lair
ORD-08715,Supreme,Donatello,4,20.13,2023-11-01,Sewer Lair
ORD-08716,Hawaiian,Raphael,5,16.7,2023-11-12,Rooftop
ORD-08717,Hawaiian,Leonardo,3,20.05,2024-02-21,Sewer Lair
ORD-08718,Hawaiian,Leonardo,2,21.14,2023-08-15,Sewer Lair
ORD-08719,Hawaiian,Leonardo,5,15.93,2023-08-11,Central Park
ORD-08720,Veggie,Leonardo,3,23.63,2023-09-23,Central Park
ORD-08721,Cheese,Leonardo,2,21.78,2023-08-19,Sewer Lair
ORD-08722,Meat Lovers,Raphael,2,23.85,2024-03-14,April's Apartment
ORD-08723,Pepperoni,Raphael,1,17.39,2023-11-17,Rooftop
ORD-08724,Meat Lovers,Leonardo,4,18.02,2024-02-14,Rooftop
ORD-08725,Veggie,Donatello,1,16.43,2024-04-07,Sewer Lair
ORD-08726,Cheese,Raphael,3,13.26,2023-09-26,Sewer Lair
ORD-08727,Hawaiian,Leonardo,2,17.11,2023-11-20,Sewer Lair
ORD-08728,Cheese,Michelangelo,3,14.34,2024-01-23,Central Park
ORD-08729,Supreme,Donatello,4,22.62,2023-12-02,Sewer Lair
ORD-08730,Supreme,Donatello,1,20.21,2024-03-26,April's Apartment
ORD-08731,Veggie,Leonardo,3,24.35,2023-11-30,Rooftop
ORD-08732,Cheese,Donatello,1,11.78,2023-11-27,Rooftop
ORD-08733,Hawaiian,Raphael,4,21.66,2024-02-21,Central Park
ORD-08734,Supreme,Raphael,1,22.16,2023-08-29,Sewer Lair
ORD-08735,Pepperoni,Raphael,5,19.29,2023-11-13,Central Park
ORD-08736,Supreme,Michelangelo,3,17.39,2023-09-11,Rooftop
ORD-08737,Pepperoni,Donatello,5,17.07,2024-07-07,Rooftop
ORD-08738,Meat Lovers,Raphael,5,13.04,2024-02-27,April's Apartment
ORD-08739,Hawaiian,Raphael,5,16.53,2023-10-12,Rooftop
ORD-08740,Meat Lovers,Leonardo,2,24.78,2023-12-08,Rooftop
ORD-08741,Supreme,Michelangelo,2,20.5,2023-09-21,Rooftop
ORD-08742,Hawaiian,Michelangelo,3,12.57,2024-06-07,Sewer Lair
ORD-08743,Veggie,Donatello,2,21.28,2024-04-20,Sewer Lair
ORD-08744,Cheese,Leonardo,3,24.22,2024-03-09,Central Park
ORD-08745,Cheese,Raphael,5,17.19,2023-11-23,Central Park
ORD-08746,Hawaiian,Raphael,1,21.04,2023-09-11,Sewer Lair
ORD-08747,Hawaiian,Michelangelo,3,16.04,2023-09-27,Sewer Lair
ORD-08748,Veggie,Donatello,5,23.53,2024-01-05,Rooftop
ORD-08749,Cheese,Michelangelo,3,13.04,2024-03-26,Central Park
ORD-08750,Cheese,Donatello,3,15.76,2023-09-13,April's Apartment
ORD-08751,Veggie,Michelangelo,3,16.1,2023-10-19,April's Apartment
ORD-08752,Pepperoni,Raphael,2,11.98,2024-06-02,Rooftop
ORD-08753,Cheese,Leonardo,1,16.95,2024-02-28,Central Park
ORD-08754,Supreme,Donatello,2,21.5,2023-09-23,Sewer Lair
ORD-08755,Pepperoni,Raphael,3,15.9,2024-06-10,Central Park
ORD-08756,Pepperoni,Raphael,1,21.37,2024-02-18,Rooftop
ORD-08757,Meat Lovers,Raphael,1,17.86,2024-03-27,Rooftop
ORD-08758,Hawaiian,Leonardo,2,13.06,2023-12-04,April's Apartment
ORD-08759,Veggie,Michelangelo,3,22.61,2024-06-22,Central Park
ORD-08760,Supreme,Michelangelo,4,11.19,2024-07-21,April's Apartment
ORD-08761,Hawaiian,Leonardo,3,18.61,2024-04-27,Sewer Lair
ORD-08762,Supreme,Michelangelo,3,24.9,2023-10-10,April's Apartment
ORD-08763,Hawaiian,Leonardo,2,23.29,2023-10-22,Sewer Lair
ORD-08764,Veggie,Donatello,2,19.31,2024-04-20,Sewer Lair
ORD-08765,Supreme,Raphael,4,20.45,2024-01-18,April's Apartment
ORD-08766,Supreme,Raphael,1,21.67,2023-11-26,Central Park
ORD-08767,Cheese,Donatello,4,14.41,2024-07-24,Central Park
ORD-08768,Supreme,Leonardo,5,11.98,2023-08-22,Central Park
ORD-08769,Meat Lovers,Michelangelo,5,23.66,2024-02-07,April's Apartment
ORD-08770,Cheese,Donatello,3,10.21,2024-03-20,Rooftop
ORD-08771,Pepperoni,Raphael,4,15.38,2023-12-02,Rooftop
ORD-08772,Pepperoni,Donatello,3,13.86,2023-10-14,Sewer Lair
ORD-08773,Pepperoni,Raphael,1,21.22,2024-01-05,Central Park
ORD-08774,Cheese,Leonardo,3,12.47,2024-03-07,Central Park
ORD-08775,Veggie,Donatello,2,22.42,2024-04-07,Rooftop
ORD-08776,Cheese,Michelangelo,1,15.5,2024-06-23,Central Park
ORD-08777,Cheese,Raphael,3,18.7,2024-04-05,Rooftop
ORD-08778,Cheese,Raphael,2,21.7,2024-07-06,Central Park
ORD-08779,Pepperoni,Leonardo,3,22.51,2024-04-27,Central Park
ORD-08780,Meat Lovers,Leonardo,4,10.05,2024-07-15,Central Park
ORD-08781,Veggie,Leonardo,1,18.18,2024-06-11,Central Park
ORD-08782,Hawaiian,Michelangelo,2,14.05,2023-10-31,April's Apartment
ORD-08783,Veggie,Leonardo,5,15.03,2024-01-11,Sewer Lair
ORD-08784,Hawaiian,Raphael,4,10.34,2024-02-26,April's Apartment
ORD-08785,Supreme,Donatello,5,21.32,2024-07-25,Central Park
ORD-08786,Veggie,Raphael,3,16.16,2024-06-15,Central Park
ORD-08787,Meat Lovers,Leonardo,3,23.53,2024-07-09,Central Park
ORD-08788,Cheese,Donatello,5,22.53,2023-10-30,Rooftop
ORD-08789,Supreme,Donatello,5,16.64,2023-11-25,Central Park
ORD-08790,Supreme,Donatello,5,14.89,2023-08-08,Central Park
ORD-08791,Cheese,Leonardo,2,23.04,2023-10-28,April's Apartment
ORD-08792,Veggie,Leonardo,3,20.91,2023-10-03,Central Park
ORD-08793,Meat Lovers,Donatello,3,16.37,2024-03-31,Rooftop
ORD-08794,Veggie,Michelangelo,1,12.02,2024-06-09,Central Park
ORD-08795,Hawaiian,Leonardo,5,13.82,2024-03-13,Central Park
ORD-08796,Veggie,Raphael,1,19.5,2023-09-27,Rooftop
ORD-08797,Meat Lovers,Raphael,1,13.04,2024-06-30,Sewer Lair
ORD-08798,Veggie,Michelangelo,5,18.66,2024-04-01,Sewer Lair
ORD-08799,Pepperoni,Raphael,2,20.96,2024-01-13,Sewer Lair
ORD-08800,Supreme,Leonardo,4,13.01,2024-05-23,Rooftop
ORD-08801,Supreme,Leonardo,5,16.69,2023-09-03,Sewer Lair
ORD-08802,Pepperoni,Michelangelo,3,13.58,2023-08-07,Sewer Lair
ORD-08803,Pepperoni,Donatello,2,15.03,2023-12-17,Rooftop
ORD-08804,Supreme,Donatello,2,24.77,2023-08-30,Rooftop
ORD-08805,Meat Lovers,Donatello,2,24.55,2024-03-25,April's Apartment
ORD-08806,Meat Lovers,Donatello,2,21.15,2024-02-03,Sewer Lair
ORD-08807,Meat Lovers,Raphael,5,23.68,2024-06-06,April's Apartment
ORD-08808,Supreme,Leonardo,2,23.0,2023-11-20,Sewer Lair
ORD-08809,Meat Lovers,Leonardo,2,23.27,2024-05-02,Rooftop
ORD-08810,Hawaiian,Michelangelo,4,24.28,2024-04-21,April's Apartment
ORD-08811,Cheese,Leonardo,3,13.5,2023-11-15,April's Apartment
ORD-08812,Meat Lovers,Leonardo,2,16.2,2023-12-31,Sewer Lair
ORD-08813,Supreme,Donatello,4,21.11,2024-05-15,Rooftop
ORD-08814,Cheese,Michelangelo,1,10.29,2024-04-01,Central Park
ORD-08815,Hawaiian,Raphael,5,14.82,2024-04-14,Rooftop
ORD-08816,Pepperoni,Leonardo,4,16.62,2024-02-13,April's Apartment
ORD-08817,Pepperoni,Michelangelo,4,23.79,2023-09-13,April's Apartment
ORD-08818,Meat Lovers,Michelangelo,3,24.35,2024-06-26,Rooftop
ORD-08819,Cheese,Donatello,5,15.39,2023-08-31,April's Apartment
ORD-08820,Pepperoni,Raphael,1,21.09,2024-05-08,Central Park
ORD-08821,Supreme,Raphael,1,23.84,2023-11-09,April's Apartment
ORD-08822,Pepperoni,Michelangelo,4,18.41,2024-02-17,Rooftop
ORD-08823,Hawaiian,Leonardo,1,15.91,2024-04-30,Rooftop
ORD-08824,Meat Lovers,Raphael,4,10.34,2023-12-13,Sewer Lair
ORD-08825,Hawaiian,Raphael,5,11.66,2024-05-04,Rooftop
ORD-08826,Veggie,Leonardo,3,17.12,2024-04-30,April's Apartment
ORD-08827,Hawaiian,Raphael,4,17.5,2024-05-03,Central Park
ORD-08828,Cheese,Raphael,3,11.45,2024-06-04,April's Apartment
ORD-08829,Supreme,Michelangelo,5,15.4,2023-08-10,Rooftop
ORD-08830,Hawaiian,Donatello,4,24.13,2024-05-09,Central Park
ORD-08831,Cheese,Raphael,3,16.56,2024-05-17,Sewer Lair
ORD-08832,Cheese,Leonardo,1,18.15,2024-01-09,Sewer Lair
ORD-08833,Cheese,Raphael,4,19.07,2023-12-05,Rooftop
ORD-08834,Supreme,Raphael,1,17.48,2023-08-01,Rooftop
ORD-08835,Pepperoni,Leonardo,4,12.36,2024-01-25,Rooftop
ORD-08836,Meat Lovers,Leonardo,5,23.8,2024-07-25,Rooftop
ORD-08837,Supreme,Raphael,5,13.86,2024-05-20,Central Park
ORD-08838,Cheese,Raphael,2,17.85,2023-09-13,April's Apartment
ORD-08839,Supreme,Michelangelo,2,17.79,2023-12-27,Rooftop
ORD-08840,Cheese,Donatello,3,12.98,2024-01-05,Rooftop
ORD-08841,Hawaiian,Leonardo,1,13.54,2024-01-31,Sewer Lair
ORD-08842,Hawaiian,Leonardo,4,17.92,2023-12-31,Rooftop
ORD-08843,Cheese,Raphael,4,23.79,2024-01-25,April's Apartment
ORD-08844,Meat Lovers,Donatello,5,22.62,2024-05-31,Central Park
ORD-08845,Supreme,Michelangelo,4,11.93,2023-12-22,Rooftop
ORD-08846,Veggie,Leonardo,3,15.34,2024-05-27,Central Park
ORD-08847,Hawaiian,Leonardo,3,20.28,2024-03-22,Sewer Lair
ORD-08848,Meat Lovers,Michelangelo,3,15.62,2023-11-09,Rooftop
ORD-08849,Hawaiian,Leonardo,3,15.93,2024-05-24,April's Apartment
ORD-08850,Supreme,Raphael,2,12.29,2024-05-23,Sewer Lair
ORD-08851,Pepperoni,Michelangelo,5,20.93,2023-09-25,Sewer Lair
ORD-08852,Veggie,Donatello,1,20.09,2024-04-06,Sewer Lair
ORD-08853,Pepperoni,Michelangelo,5,18.76,2024-07-29,Rooftop
ORD-08854,Meat Lovers,Leonardo,1,17.2,2024-07-17,Sewer Lair
ORD-08855,Hawaiian,Raphael,2,10.2,2024-02-13,Rooftop
ORD-08856,Pepperoni,Raphael,4,10.02,2023-10-09,Sewer Lair
ORD-08857,Supreme,Leonardo,2,21.64,2023-10-22,Rooftop
ORD-08858,Pepperoni,Leonardo,2,13.54,2024-05-24,Rooftop
ORD-08859,Meat Lovers,Donatello,1,22.38,2024-06-15,Central Park
ORD-08860,Pepperoni,Michelangelo,4,16.12,2023-11-09,Central Park
ORD-08861,Veggie,Donatello,3,21.18,2024-03-12,Central Park
ORD-08862,Veggie,Donatello,1,18.83,2024-02-13,Central Park
ORD-08863,Pepperoni,Leonardo,5,20.81,2023-11-01,April's Apartment
ORD-08864,Hawaiian,Michelangelo,2,18.36,2024-06-06,Rooftop
ORD-08865,Cheese,Leonardo,3,10.03,2023-10-12,Rooftop
ORD-08866,Supreme,Raphael,5,12.52,2023-08-18,Sewer Lair
ORD-08867,Meat Lovers,Donatello,3,10.94,2024-06-09,Rooftop
ORD-08868,Cheese,Donatello,5,14.68,2023-08-13,Sewer Lair
ORD-08869,Meat Lovers,Donatello,4,23.65,2023-11-09,April's Apartment
ORD-08870,Veggie,Donatello,4,14.63,2023-11-14,April's Apartment
ORD-08871,Cheese,Donatello,1,21.49,2024-01-28,Rooftop
ORD-08872,Meat Lovers,Raphael,3,14.19,2024-05-15,Sewer Lair
ORD-08873,Cheese,Leonardo,2,15.76,2024-07-27,Central Park
ORD-08874,Pepperoni,Raphael,4,17.46,2024-03-10,Rooftop
ORD-08875,Cheese,Michelangelo,2,23.53,2023-08-06,Rooftop
ORD-08876,Cheese,Donatello,1,17.5,2024-01-10,April's Apartment
ORD-08877,Cheese,Raphael,1,14.08,2023-08-16,Rooftop
ORD-08878,Veggie,Raphael,5,24.8,2023-12-09,Rooftop
ORD-08879,Hawaiian,Leonardo,1,11.73,2023-11-12,Central Park
ORD-08880,Veggie,Raphael,4,19.39,2023-10-15,Sewer Lair
ORD-08881,Supreme,Leonardo,3,22.18,2024-05-04,Rooftop
ORD-08882,Pepperoni,Donatello,2,18.22,2024-07-17,April's Apartment
ORD-08883,Pepperoni,Donatello,4,21.88,2024-04-20,Rooftop
ORD-08884,Supreme,Michelangelo,2,21.14,2024-07-19,April's Apartment
ORD-08885,Cheese,Leonardo,5,18.66,2024-03-17,Central Park
ORD-08886,Supreme,Donatello,4,15.63,2024-03-22,April's Apartment
ORD-08887,Hawaiian,Leonardo,5,17.7,2024-05-10,Sewer Lair
ORD-08888,Cheese,Donatello,3,16.77,2024-02-15,Sewer Lair
ORD-08889,Meat Lovers,Michelangelo,3,23.92,2023-09-25,Sewer Lair
ORD-08890,Cheese,Donatello,5,22.35,2023-08-03,Rooftop
ORD-08891,Meat Lovers,Raphael,1,19.56,2024-01-19,Central Park
ORD-08892,Hawaiian,Donatello,5,22.61,2024-01-15,Rooftop
ORD-08893,Meat Lovers,Leonardo,3,20.66,2023-12-04,Rooftop
ORD-08894,Veggie,Leonardo,3,20.42,2024-02-03,Rooftop
ORD-08895,Hawaiian,Donatello,2,14.48,2024-02-08,Central Park
ORD-08896,Veggie,Michelangelo,4,10.45,2023-11-27,Rooftop
ORD-08897,Pepperoni,Raphael,5,16.77,2024-06-17,Sewer Lair
ORD-08898,Pepperoni,Donatello,3,19.69,2023-11-18,Rooftop
ORD-08899,Pepperoni,Michelangelo,2,19.81,2023-08-28,Rooftop
ORD-08900,Pepperoni,Leonardo,5,12.44,2024-05-06,April's Apartment
ORD-08901,Meat Lovers,Raphael,5,18.46,2024-07-29,Sewer Lair
ORD-08902,Cheese,Donatello,2,23.95,2023-12-02,Rooftop
ORD-08903,Supreme,Michelangelo,1,21.55,2023-08-21,Rooftop
ORD-08904,Cheese,Leonardo,4,10.6,2024-05-17,Central Park
ORD-08905,Pepperoni,Michelangelo,3,21.46,2024-04-18,Central Park
ORD-08906,Hawaiian,Raphael,4,21.5,2024-05-06,Sewer Lair
ORD-08907,Cheese,Michelangelo,4,15.24,2023-08-09,Rooftop
ORD-08908,Pepperoni,Donatello,4,23.01,2024-06-21,Rooftop
ORD-08909,Hawaiian,Raphael,1,24.15,2024-07-07,April's Apartment
ORD-08910,Supreme,Michelangelo,4,23.49,2024-04-04,Sewer Lair
ORD-08911,Cheese,Donatello,5,20.62,2024-03-04,April's Apartment
ORD-08912,Supreme,Donatello,5,21.27,2024-07-01,Sewer Lair
ORD-08913,Cheese,Donatello,1,11.06,2024-07-10,Central Park
ORD-08914,Meat Lovers,Leonardo,1,10.69,2024-04-14,April's Apartment
ORD-08915,Meat Lovers,Raphael,4,13.09,2023-11-29,Central Park
ORD-08916,Hawaiian,Raphael,5,17.09,2023-09-03,Central Park
ORD-08917,Pepperoni,Leonardo,5,24.22,2024-06-26,April's Apartment
ORD-08918,Pepperoni,Leonardo,2,13.85,2023-09-26,Central Park
ORD-08919,Meat Lovers,Leonardo,2,11.47,2023-12-30,April's Apartment
ORD-08920,Supreme,Leonardo,2,17.71,2024-05-30,Sewer Lair
ORD-08921,Supreme,Michelangelo,1,12.3,2024-01-02,Sewer Lair
ORD-08922,Meat Lovers,Michelangelo,3,11.97,2023-11-19,Rooftop
ORD-08923,Cheese,Raphael,1,11.73,2024-07-11,Sewer Lair
ORD-08924,Supreme,Donatello,1,22.67,2024-04-16,Sewer Lair
ORD-08925,Supreme,Leonardo,4,21.3,2024-01-10,Sewer Lair
ORD-08926,Meat Lovers,Donatello,3,17.09,2024-06-29,Central Park
ORD-08927,Hawaiian,Raphael,3,15.39,2024-04-23,April's Apartment
ORD-08928,Meat Lovers,Raphael,2,22.13,2023-11-14,Central Park
ORD-08929,Veggie,Leonardo,4,20.47,2024-04-08,Central Park
ORD-08930,Hawaiian,Donatello,2,20.19,2023-08-03,Sewer Lair
ORD-08931,Veggie,Donatello,5,12.12,2023-09-05,Sewer Lair
ORD-08932,Pepperoni,Michelangelo,1,24.34,2023-10-14,Rooftop
ORD-08933,Pepperoni,Donatello,1,22.65,2024-03-25,April's Apartment
ORD-08934,Pepperoni,Leonardo,3,18.78,2024-06-19,Sewer Lair
ORD-08935,Meat Lovers,Donatello,3,20.12,2023-09-30,Sewer Lair
ORD-08936,Cheese,Michelangelo,5,15.21,2024-01-24,Rooftop
ORD-08937,Pepperoni,Michelangelo,2,10.26,2023-08-09,Rooftop
ORD-08938,Hawaiian,Raphael,5,23.17,2024-04-20,Sewer Lair
ORD-08939,Veggie,Leonardo,1,20.57,2024-06-18,Central Park
ORD-08940,Veggie,Donatello,4,10.56,2023-08-07,Rooftop
ORD-08941,Supreme,Donatello,4,16.56,2024-06-25,Central Park
ORD-08942,Veggie,Michelangelo,1,12.85,2024-06-21,Sewer Lair
ORD-08943,Meat Lovers,Leonardo,3,20.62,2024-05-26,April's Apartment
ORD-08944,Cheese,Leonardo,5,21.2,2023-10-11,Sewer Lair
ORD-08945,Veggie,Michelangelo,4,15.04,2024-07-14,Rooftop
ORD-08946,Meat Lovers,Michelangelo,2,12.57,2023-09-14,Sewer Lair
ORD-08947,Cheese,Michelangelo,5,11.51,2023-08-07,April's Apartment
ORD-08948,Pepperoni,Donatello,4,14.9,2024-04-05,April's Apartment
ORD-08949,Meat Lovers,Michelangelo,4,18.91,2024-03-22,Central Park
ORD-08950,Pepperoni,Donatello,2,18.91,2023-10-08,Rooftop
ORD-08951,Cheese,Donatello,1,21.11,2024-06-22,Rooftop
ORD-08952,Cheese,Leonardo,3,16.55,2024-04-15,Sewer Lair
ORD-08953,Meat Lovers,Michelangelo,2,23.15,2024-02-06,Central Park
ORD-08954,Cheese,Donatello,1,11.27,2024-02-27,Sewer Lair
ORD-08955,Cheese,Raphael,5,23.94,2023-09-08,Rooftop
ORD-08956,Meat Lovers,Donatello,4,23.63,2024-05-31,Sewer Lair
ORD-08957,Meat Lovers,Donatello,2,14.34,2023-10-07,Central Park
ORD-08958,Cheese,Leonardo,3,15.2,2023-10-22,April's Apartment
ORD-08959,Supreme,Michelangelo,5,10.63,2023-08-16,April's Apartment
ORD-08960,Hawaiian,Raphael,1,12.3,2023-10-13,Sewer Lair
ORD-08961,Hawaiian,Leonardo,3,24.4,2023-11-16,Sewer Lair
ORD-08962,Cheese,Leonardo,4,20.68,2024-06-27,Sewer Lair
ORD-08963,Hawaiian,Michelangelo,1,18.49,2024-01-05,Central Park
ORD-08964,Pepperoni,Michelangelo,3,21.09,2024-03-07,Rooftop
ORD-08965,Veggie,Leonardo,1,19.66,2023-12-13,Rooftop
ORD-08966,Veggie,Donatello,2,19.51,2023-08-15,Rooftop
ORD-08967,Hawaiian,Donatello,2,14.89,2024-01-12,Sewer Lair
ORD-08968,Cheese,Leonardo,5,10.02,2024-01-05,April's Apartment
ORD-08969,Veggie,Donatello,1,20.1,2024-06-25,April's Apartment
ORD-08970,Supreme,Raphael,4,22.72,2023-08-25,April's Apartment
ORD-08971,Pepperoni,Michelangelo,5,23.84,2023-10-23,Central Park
ORD-08972,Cheese,Raphael,5,18.25,2023-12-10,Sewer Lair
ORD-08973,Supreme,Donatello,2,22.47,2024-02-05,Central Park
ORD-08974,Pepperoni,Michelangelo,4,17.78,2023-12-03,April's Apartment
ORD-08975,Pepperoni,Raphael,5,23.14,2023-10-23,Central Park
ORD-08976,Pepperoni,Donatello,3,14.11,2023-12-24,Sewer Lair
ORD-08977,Supreme,Donatello,1,19.86,2024-03-28,Sewer Lair
ORD-08978,Meat Lovers,Raphael,1,17.7,2023-11-30,Sewer Lair
ORD-08979,Veggie,Raphael,3,12.11,2024-07-18,Central Park
ORD-08980,Pepperoni,Leonardo,4,12.17,2024-04-13,Central Park
ORD-08981,Pepperoni,Donatello,1,23.92,2024-07-18,Central Park
ORD-08982,Veggie,Leonardo,2,23.43,2023-10-18,Rooftop
ORD-08983,Cheese,Michelangelo,4,20.63,2024-03-15,Sewer Lair
ORD-08984,Veggie,Leonardo,3,11.85,2024-04-04,April's Apartment
ORD-08985,Veggie,Raphael,3,17.25,2024-03-19,Central Park
ORD-08986,Hawaiian,Donatello,5,16.25,2024-04-20,April's Apartment
ORD-08987,Meat Lovers,Michelangelo,1,22.13,2024-04-15,Central Park
ORD-08988,Cheese,Leonardo,3,24.32,2023-10-06,Sewer Lair
ORD-08989,Meat Lovers,Leonardo,2,16.46,2024-04-05,Sewer Lair
ORD-08990,Pepperoni,Michelangelo,3,18.39,2023-08-14,Sewer Lair
ORD-08991,Veggie,Leonardo,5,21.77,2023-09-07,Central Park
ORD-08992,Supreme,Donatello,4,11.96,2024-04-13,Sewer Lair
ORD-08993,Cheese,Donatello,3,17.01,2023-08-07,Sewer Lair
ORD-08994,Veggie,Michelangelo,4,21.25,2024-07-04,Sewer Lair
ORD-08995,Hawaiian,Leonardo,2,23.36,2023-09-02,Central Park
ORD-08996,Meat Lovers,Donatello,2,14.19,2024-01-17,Central Park
ORD-08997,Hawaiian,Donatello,4,14.54,2023-09-22,Sewer Lair
ORD-08998,Meat Lovers,Raphael,5,15.13,2024-04-28,April's Apartment
ORD-08999,Meat Lovers,Donatello,2,12.51,2024-06-07,Sewer Lair
ORD-09000,Meat Lovers,Leonardo,4,16.26,2023-11-17,April's Apartment
ORD-09001,Veggie,Raphael,5,18.8,2024-04-10,Central Park
