Order ID: ORD-00001, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 2, Price: $23.54, Order Date: 2024-01-02, Delivery Location: Rooftop
Order ID: ORD-09995, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 2, Price: $11.65, Order Date: 2023-08-09, Delivery Location: Sewer Lair
Order ID: ORD-09996, Turtle: Raphael, Pizza Type: Veggie, Quantity: 4, Price: $17.24, Order Date: 2024-05-30, Delivery Location: Central Park
Order ID: ORD-09997, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 1, Price: $13.65, Order Date: 2024-03-02, Delivery Location: April's Apartment
Order ID: ORD-09998, Turtle: Donatello, Pizza Type: Cheese, Quantity: 4, Price: $20.13, Order Date: 2023-12-19, Delivery Location: April's Apartment
Order ID: ORD-09999, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 2, Price: $20.47, Order Date: 2024-04-21, Delivery Location: Central Park
Order ID: ORD-10000, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 2, Price: $11.21, Order Date: 2023-10-06, Delivery Location: Sewer Lair
Order ID: ORD-10001, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 5, Price: $12.68, Order Date: 2024-02-27, Delivery Location: Rooftop
Order ID: ORD-10002, Turtle: Raphael, Pizza Type: Veggie, Quantity: 1, Price: $18.22, Order Date: 2024-06-17, Delivery Location: Rooftop
Order ID: ORD-10003, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $23.64, Order Date: 2024-02-27, Delivery Location: Central Park
Order ID: ORD-10004, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $19.88, Order Date: 2024-07-24, Delivery Location: Central Park
Order ID: ORD-10005, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $17.51, Order Date: 2024-06-07, Delivery Location: Sewer Lair
Order ID: ORD-10006, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 3, Price: $10.64, Order Date: 2024-06-28, Delivery Location: Central Park
Order ID: ORD-10007, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 4, Price: $24.65, Order Date: 2024-06-25, Delivery Location: Rooftop
Order ID: ORD-10008, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 1, Price: $21.19, Order Date: 2024-01-30, Delivery Location: April's Apartment
Order ID: ORD-10009, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $12.62, Order Date: 2024-04-20, Delivery Location: Sewer Lair
Order ID: ORD-10010, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 2, Price: $18.11, Order Date: 2024-05-02, Delivery Location: Sewer Lair
Order ID: ORD-10011, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $11.53, Order Date: 2023-12-28, Delivery Location: Central Park
Order ID: ORD-10012, Turtle: Raphael, Pizza Type: Veggie, Quantity: 2, Price: $17.43, Order Date: 2023-08-07, Delivery Location: Sewer Lair
Order ID: ORD-10013, Turtle: Donatello, Pizza Type: Veggie, Quantity: 5, Price: $24.45, Order Date: 2024-05-07, Delivery Location: April's Apartment
Order ID: ORD-10014, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 1, Price: $12.11, Order Date: 2023-12-09, Delivery Location: April's Apartment
Order ID: ORD-10015, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $21.66, Order Date: 2023-10-21, Delivery Location: April's Apartment
Order ID: ORD-10016, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 4, Price: $13.79, Order Date: 2024-04-16, Delivery Location: April's Apartment
Order ID: ORD-10017, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $15.27, Order Date: 2023-11-07, Delivery Location: April's Apartment
Order ID: ORD-10018, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 2, Price: $21.45, Order Date: 2024-02-16, Delivery Location: Sewer Lair
Order ID: ORD-10019, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $10.85, Order Date: 2024-05-17, Delivery Location: Central Park
Order ID: ORD-10020, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $19.04, Order Date: 2023-09-11, Delivery Location: April's Apartment
Order ID: ORD-10021, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 1, Price: $14.46, Order Date: 2024-06-28, Delivery Location: Sewer Lair
Order ID: ORD-10022, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 3, Price: $20.01, Order Date: 2024-06-17, Delivery Location: Sewer Lair
Order ID: ORD-10023, Turtle: Raphael, Pizza Type: Veggie, Quantity: 4, Price: $10.61, Order Date: 2023-12-26, Delivery Location: April's Apartment
Order ID: ORD-10024, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 3, Price: $23.79, Order Date: 2023-10-11, Delivery Location: Sewer Lair
Order ID: ORD-10025, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 1, Price: $11.09, Order Date: 2024-06-07, Delivery Location: April's Apartment
Order ID: ORD-10026, Turtle: Donatello, Pizza Type: Cheese, Quantity: 5, Price: $17.58, Order Date: 2023-10-13, Delivery Location: Rooftop
Order ID: ORD-10027, Turtle: Raphael, Pizza Type: Cheese, Quantity: 1, Price: $18.36, Order Date: 2023-11-13, Delivery Location: Central Park
Order ID: ORD-10028, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 4, Price: $14.93, Order Date: 2024-02-18, Delivery Location: Rooftop
Order ID: ORD-10029, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 1, Price: $17.49, Order Date: 2023-11-11, Delivery Location: Rooftop
Order ID: ORD-10030, Turtle: Raphael, Pizza Type: Veggie, Quantity: 2, Price: $21.94, Order Date: 2023-11-12, Delivery Location: Central Park
Order ID: ORD-10031, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 3, Price: $24.73, Order Date: 2024-06-23, Delivery Location: April's Apartment
Order ID: ORD-10032, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 4, Price: $20.05, Order Date: 2024-06-26, Delivery Location: Rooftop
Order ID: ORD-10033, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 1, Price: $11.24, Order Date: 2024-07-12, Delivery Location: Central Park
Order ID: ORD-10034, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 3, Price: $18.61, Order Date: 2024-06-14, Delivery Location: Sewer Lair
Order ID: ORD-10035, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 1, Price: $10.43, Order Date: 2024-01-06, Delivery Location: April's Apartment
Order ID: ORD-10036, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $23.71, Order Date: 2024-04-19, Delivery Location: Rooftop
Order ID: ORD-10037, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 4, Price: $22.19, Order Date: 2024-05-16, Delivery Location: April's Apartment
Order ID: ORD-10038, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 5, Price: $21.43, Order Date: 2024-01-07, Delivery Location: April's Apartment
Order ID: ORD-10039, Turtle: Raphael, Pizza Type: Cheese, Quantity: 1, Price: $14.83, Order Date: 2024-01-27, Delivery Location: Sewer Lair
Order ID: ORD-10040, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 5, Price: $21.55, Order Date: 2023-09-25, Delivery Location: Rooftop
Order ID: ORD-10041, Turtle: Raphael, Pizza Type: Veggie, Quantity: 5, Price: $20.31, Order Date: 2023-10-05, Delivery Location: April's Apartment
Order ID: ORD-10042, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $15.86, Order Date: 2024-05-29, Delivery Location: Central Park
Order ID: ORD-10043, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 2, Price: $14.31, Order Date: 2024-07-08, Delivery Location: Sewer Lair
Order ID: ORD-10044, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 1, Price: $11.49, Order Date: 2023-10-28, Delivery Location: April's Apartment
Order ID: ORD-10045, Turtle: Raphael, Pizza Type: Supreme, Quantity: 3, Price: $23.91, Order Date: 2023-08-31, Delivery Location: Rooftop
Order ID: ORD-10046, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 3, Price: $12.23, Order Date: 2024-01-28, Delivery Location: Sewer Lair
Order ID: ORD-10047, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $16.47, Order Date: 2023-09-21, Delivery Location: Rooftop
Order ID: ORD-10048, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 3, Price: $14.11, Order Date: 2023-12-20, Delivery Location: Central Park
Order ID: ORD-10049, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 2, Price: $22.94, Order Date: 2024-04-25, Delivery Location: April's Apartment
Order ID: ORD-10050, Turtle: Raphael, Pizza Type: Cheese, Quantity: 4, Price: $23.79, Order Date: 2023-09-27, Delivery Location: April's Apartment
Order ID: ORD-10051, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $19.56, Order Date: 2023-10-02, Delivery Location: Central Park
Order ID: ORD-10052, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $18.02, Order Date: 2024-03-12, Delivery Location: April's Apartment
Order ID: ORD-10053, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $12.63, Order Date: 2023-09-26, Delivery Location: Central Park
Order ID: ORD-10054, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 1, Price: $20.62, Order Date: 2024-03-27, Delivery Location: Central Park
Order ID: ORD-10055, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 3, Price: $19.91, Order Date: 2024-05-03, Delivery Location: Central Park
Order ID: ORD-10056, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 1, Price: $10.55, Order Date: 2024-04-15, Delivery Location: Sewer Lair
Order ID: ORD-10057, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 3, Price: $15.25, Order Date: 2023-08-26, Delivery Location: Sewer Lair
Order ID: ORD-10058, Turtle: Raphael, Pizza Type: Cheese, Quantity: 2, Price: $13.72, Order Date: 2024-01-16, Delivery Location: Rooftop
Order ID: ORD-10059, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 2, Price: $16.79, Order Date: 2023-08-27, Delivery Location: Central Park
Order ID: ORD-10060, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 5, Price: $15.83, Order Date: 2024-04-08, Delivery Location: Sewer Lair
Order ID: ORD-10061, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 3, Price: $11.35, Order Date: 2024-03-28, Delivery Location: Rooftop
Order ID: ORD-10062, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 2, Price: $22.57, Order Date: 2024-05-10, Delivery Location: Rooftop
Order ID: ORD-10063, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $21.55, Order Date: 2023-09-13, Delivery Location: Sewer Lair
Order ID: ORD-10064, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $10.87, Order Date: 2024-06-23, Delivery Location: Sewer Lair
Order ID: ORD-10065, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $23.44, Order Date: 2023-09-17, Delivery Location: Sewer Lair
Order ID: ORD-10066, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 1, Price: $24.12, Order Date: 2024-04-01, Delivery Location: April's Apartment
Order ID: ORD-10067, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 2, Price: $18.88, Order Date: 2024-03-20, Delivery Location: Sewer Lair
Order ID: ORD-10068, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 5, Price: $19.60, Order Date: 2024-04-23, Delivery Location: Central Park
Order ID: ORD-10069, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 5, Price: $18.18, Order Date: 2023-12-23, Delivery Location: Sewer Lair
Order ID: ORD-10070, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $12.22, Order Date: 2023-12-25, Delivery Location: Central Park
Order ID: ORD-10071, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $18.52, Order Date: 2024-03-16, Delivery Location: Central Park
Order ID: ORD-10072, Turtle: Raphael, Pizza Type: Veggie, Quantity: 1, Price: $18.77, Order Date: 2023-11-30, Delivery Location: Rooftop
Order ID: ORD-10073, Turtle: Raphael, Pizza Type: Veggie, Quantity: 2, Price: $23.73, Order Date: 2024-01-11, Delivery Location: Central Park
Order ID: ORD-10074, Turtle: Donatello, Pizza Type: Veggie, Quantity: 4, Price: $13.99, Order Date: 2024-04-14, Delivery Location: Rooftop
Order ID: ORD-10075, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 3, Price: $20.37, Order Date: 2024-05-31, Delivery Location: Sewer Lair
Order ID: ORD-10076, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 3, Price: $18.84, Order Date: 2024-05-27, Delivery Location: Central Park
Order ID: ORD-10077, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 1, Price: $16.56, Order Date: 2023-09-13, Delivery Location: April's Apartment
Order ID: ORD-10078, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 3, Price: $17.49, Order Date: 2024-06-07, Delivery Location: Sewer Lair
Order ID: ORD-10079, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 3, Price: $16.75, Order Date: 2024-05-30, Delivery Location: Sewer Lair
Order ID: ORD-10080, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 1, Price: $23.91, Order Date: 2024-05-12, Delivery Location: Rooftop
Order ID: ORD-10081, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 3, Price: $11.02, Order Date: 2023-09-01, Delivery Location: April's Apartment
Order ID: ORD-10082, Turtle: Donatello, Pizza Type: Veggie, Quantity: 1, Price: $14.88, Order Date: 2023-09-03, Delivery Location: Sewer Lair
Order ID: ORD-10083, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $22.10, Order Date: 2024-04-03, Delivery Location: Sewer Lair
Order ID: ORD-10084, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 4, Price: $19.15, Order Date: 2024-07-27, Delivery Location: Central Park
Order ID: ORD-10085, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 5, Price: $17.34, Order Date: 2024-06-12, Delivery Location: Rooftop
Order ID: ORD-10086, Turtle: Raphael, Pizza Type: Supreme, Quantity: 5, Price: $13.14, Order Date: 2023-09-07, Delivery Location: Central Park
Order ID: ORD-10087, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 2, Price: $19.60, Order Date: 2024-01-13, Delivery Location: Rooftop
Order ID: ORD-10088, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 5, Price: $23.77, Order Date: 2023-09-23, Delivery Location: Central Park
Order ID: ORD-10089, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 4, Price: $15.82, Order Date: 2023-11-12, Delivery Location: Sewer Lair
Order ID: ORD-10090, Turtle: Raphael, Pizza Type: Cheese, Quantity: 3, Price: $15.36, Order Date: 2023-12-17, Delivery Location: Central Park
Order ID: ORD-10091, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 2, Price: $11.56, Order Date: 2024-03-08, Delivery Location: Sewer Lair
Order ID: ORD-10092, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 4, Price: $14.61, Order Date: 2024-05-29, Delivery Location: Sewer Lair
Order ID: ORD-10093, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 1, Price: $15.86, Order Date: 2024-01-01, Delivery Location: Sewer Lair
Order ID: ORD-10094, Turtle: Donatello, Pizza Type: Veggie, Quantity: 3, Price: $24.18, Order Date: 2024-02-25, Delivery Location: Rooftop
Order ID: ORD-10095, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 1, Price: $11.86, Order Date: 2023-08-02, Delivery Location: April's Apartment
Order ID: ORD-10096, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 5, Price: $11.25, Order Date: 2024-01-10, Delivery Location: Rooftop
Order ID: ORD-10097, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 4, Price: $10.98, Order Date: 2024-03-29, Delivery Location: Central Park
Order ID: ORD-10098, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 4, Price: $17.16, Order Date: 2024-02-13, Delivery Location: Rooftop
Order ID: ORD-10099, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 1, Price: $24.83, Order Date: 2023-12-09, Delivery Location: Rooftop
Order ID: ORD-10100, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 1, Price: $20.23, Order Date: 2024-06-21, Delivery Location: Rooftop
Order ID: ORD-10101, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 5, Price: $20.22, Order Date: 2024-06-04, Delivery Location: Rooftop
Order ID: ORD-10102, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 5, Price: $15.86, Order Date: 2024-07-20, Delivery Location: Sewer Lair
Order ID: ORD-10103, Turtle: Raphael, Pizza Type: Supreme, Quantity: 5, Price: $22.40, Order Date: 2024-05-02, Delivery Location: Rooftop
Order ID: ORD-10104, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 1, Price: $15.52, Order Date: 2023-11-24, Delivery Location: April's Apartment
Order ID: ORD-10105, Turtle: Donatello, Pizza Type: Supreme, Quantity: 2, Price: $23.18, Order Date: 2024-02-03, Delivery Location: Sewer Lair
Order ID: ORD-10106, Turtle: Raphael, Pizza Type: Cheese, Quantity: 2, Price: $19.28, Order Date: 2023-10-26, Delivery Location: April's Apartment
Order ID: ORD-10107, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 4, Price: $19.19, Order Date: 2023-09-20, Delivery Location: Rooftop
Order ID: ORD-10108, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 5, Price: $22.63, Order Date: 2023-09-13, Delivery Location: Rooftop
Order ID: ORD-10109, Turtle: Raphael, Pizza Type: Cheese, Quantity: 2, Price: $15.71, Order Date: 2024-03-08, Delivery Location: Central Park
Order ID: ORD-10110, Turtle: Leonardo, Pizza Type: Supreme, Quantity: 4, Price: $11.45, Order Date: 2023-08-30, Delivery Location: Central Park
Order ID: ORD-10111, Turtle: Donatello, Pizza Type: Veggie, Quantity: 2, Price: $12.39, Order Date: 2024-02-10, Delivery Location: April's Apartment
Order ID: ORD-10112, Turtle: Raphael, Pizza Type: Veggie, Quantity: 3, Price: $18.34, Order Date: 2023-09-16, Delivery Location: Sewer Lair
Order ID: ORD-10113, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 1, Price: $10.22, Order Date: 2024-06-12, Delivery Location: Central Park
Order ID: ORD-10114, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 5, Price: $12.18, Order Date: 2024-05-02, Delivery Location: Central Park
Order ID: ORD-10115, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 4, Price: $21.08, Order Date: 2023-10-17, Delivery Location: Sewer Lair
Order ID: ORD-10116, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 1, Price: $13.36, Order Date: 2024-06-10, Delivery Location: Central Park
Order ID: ORD-10117, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 3, Price: $23.34, Order Date: 2023-08-13, Delivery Location: Central Park
Order ID: ORD-10118, Turtle: Donatello, Pizza Type: Supreme, Quantity: 5, Price: $14.12, Order Date: 2024-01-31, Delivery Location: Central Park
Order ID: ORD-10119, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 5, Price: $12.77, Order Date: 2024-02-27, Delivery Location: Central Park
Order ID: ORD-10120, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 4, Price: $19.09, Order Date: 2023-08-02, Delivery Location: April's Apartment
Order ID: ORD-10121, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 4, Price: $23.49, Order Date: 2024-03-19, Delivery Location: Sewer Lair
Order ID: ORD-10122, Turtle: Donatello, Pizza Type: Supreme, Quantity: 1, Price: $14.36, Order Date: 2024-02-03, Delivery Location: April's Apartment
Order ID: ORD-10123, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 4, Price: $16.63, Order Date: 2024-01-23, Delivery Location: Rooftop
Order ID: ORD-10124, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $10.83, Order Date: 2024-02-24, Delivery Location: Rooftop
Order ID: ORD-10125, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 2, Price: $14.40, Order Date: 2023-11-18, Delivery Location: Sewer Lair
Order ID: ORD-10126, Turtle: Donatello, Pizza Type: Veggie, Quantity: 1, Price: $22.48, Order Date: 2023-12-18, Delivery Location: April's Apartment
Order ID: ORD-10127, Turtle: Michelangelo, Pizza Type: Supreme, Quantity: 1, Price: $15.31, Order Date: 2024-01-18, Delivery Location: Central Park
Order ID: ORD-10128, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 1, Price: $13.43, Order Date: 2024-02-07, Delivery Location: Rooftop
Order ID: ORD-10129, Turtle: Raphael, Pizza Type: Cheese, Quantity: 4, Price: $24.01, Order Date: 2024-07-08, Delivery Location: Central Park
Order ID: ORD-10130, Turtle: Donatello, Pizza Type: Cheese, Quantity: 1, Price: $16.02, Order Date: 2023-11-02, Delivery Location: Rooftop
Order ID: ORD-10131, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 2, Price: $24.58, Order Date: 2023-12-14, Delivery Location: Rooftop
Order ID: ORD-10132, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $14.46, Order Date: 2024-07-24, Delivery Location: Rooftop
Order ID: ORD-10133, Turtle: Michelangelo, Pizza Type: Veggie, Quantity: 5, Price: $19.12, Order Date: 2023-12-15, Delivery Location: Rooftop
Order ID: ORD-10134, Turtle: Donatello, Pizza Type: Veggie, Quantity: 4, Price: $18.36, Order Date: 2023-10-02, Delivery Location: Rooftop
Order ID: ORD-10135, Turtle: Raphael, Pizza Type: Veggie, Quantity: 2, Price: $19.07, Order Date: 2024-05-24, Delivery Location: Rooftop
Order ID: ORD-10136, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 2, Price: $19.02, Order Date: 2023-08-14, Delivery Location: Sewer Lair
Order ID: ORD-10137, Turtle: Raphael, Pizza Type: Supreme, Quantity: 1, Price: $15.11, Order Date: 2024-01-15, Delivery Location: April's Apartment
Order ID: ORD-10138, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 2, Price: $18.44, Order Date: 2024-03-24, Delivery Location: April's Apartment
Order ID: ORD-10139, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 2, Price: $12.21, Order Date: 2024-07-05, Delivery Location: Sewer Lair
Order ID: ORD-10140, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $14.05, Order Date: 2024-05-12, Delivery Location: Central Park
Order ID: ORD-10141, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 3, Price: $13.71, Order Date: 2023-09-08, Delivery Location: Rooftop
Order ID: ORD-10142, Turtle: Raphael, Pizza Type: Cheese, Quantity: 3, Price: $18.53, Order Date: 2024-01-29, Delivery Location: Rooftop
Order ID: ORD-10143, Turtle: Raphael, Pizza Type: Cheese, Quantity: 3, Price: $15.68, Order Date: 2023-11-04, Delivery Location: Rooftop
Order ID: ORD-10144, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $21.04, Order Date: 2024-02-13, Delivery Location: Sewer Lair
Order ID: ORD-10145, Turtle: Leonardo, Pizza Type: Hawaiian, Quantity: 1, Price: $16.55, Order Date: 2024-07-25, Delivery Location: Sewer Lair
Order ID: ORD-10146, Turtle: Raphael, Pizza Type: Cheese, Quantity: 4, Price: $16.00, Order Date: 2024-07-01, Delivery Location: Sewer Lair
Order ID: ORD-10147, Turtle: Raphael, Pizza Type: Hawaiian, Quantity: 2, Price: $10.09, Order Date: 2023-08-07, Delivery Location: April's Apartment
Order ID: ORD-10148, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 5, Price: $20.92, Order Date: 2024-07-31, Delivery Location: Rooftop
Order ID: ORD-10149, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 2, Price: $11.16, Order Date: 2023-10-08, Delivery Location: Central Park
Order ID: ORD-10150, Turtle: Donatello, Pizza Type: Cheese, Quantity: 5, Price: $10.56, Order Date: 2024-05-28, Delivery Location: Central Park
Order ID: ORD-10151, Turtle: Leonardo, Pizza Type: Cheese, Quantity: 2, Price: $20.11, Order Date: 2023-11-20, Delivery Location: Sewer Lair
Order ID: ORD-10152, Turtle: Raphael, Pizza Type: Pepperoni, Quantity: 3, Price: $12.61, Order Date: 2024-05-31, Delivery Location: April's Apartment
Order ID: ORD-10153, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 1, Price: $12.11, Order Date: 2024-04-26, Delivery Location: April's Apartment
Order ID: ORD-10154, Turtle: Michelangelo, Pizza Type: Pepperoni, Quantity: 1, Price: $15.37, Order Date: 2024-06-27, Delivery Location: Sewer Lair
Order ID: ORD-10155, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 5, Price: $10.88, Order Date: 2024-01-31, Delivery Location: April's Apartment
Order ID: ORD-10156, Turtle: Donatello, Pizza Type: Hawaiian, Quantity: 1, Price: $23.10, Order Date: 2024-05-11, Delivery Location: April's Apartment
Order ID: ORD-10157, Turtle: Donatello, Pizza Type: Pepperoni, Quantity: 3, Price: $14.14, Order Date: 2024-04-04, Delivery Location: Central Park
Order ID: ORD-10158, Turtle: Donatello, Pizza Type: Meat Lovers, Quantity: 5, Price: $21.98, Order Date: 2023-10-20, Delivery Location: Rooftop
Order ID: ORD-10159, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 3, Price: $18.35, Order Date: 2024-01-27, Delivery Location: Central Park
Order ID: ORD-10160, Turtle: Leonardo, Pizza Type: Meat Lovers, Quantity: 5, Price: $15.33, Order Date: 2024-03-24, Delivery Location: Sewer Lair
Order ID: ORD-10161, Turtle: Michelangelo, Pizza Type: Hawaiian, Quantity: 2, Price: $15.52, Order Date: 2024-06-16, Delivery Location: Sewer Lair
Order ID: ORD-10162, Turtle: Donatello, Pizza Type: Cheese, Quantity: 2, Price: $10.83, Order Date: 2023-08-12, Delivery Location: Rooftop
Order ID: ORD-10163, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 2, Price: $23.14, Order Date: 2024-05-17, Delivery Location: Rooftop
Order ID: ORD-10164, Turtle: Raphael, Pizza Type: Cheese, Quantity: 5, Price: $13.11, Order Date: 2024-07-12, Delivery Location: Rooftop
Order ID: ORD-10165, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 4, Price: $13.17, Order Date: 2023-12-10, Delivery Location: Rooftop
Order ID: ORD-10166, Turtle: Michelangelo, Pizza Type: Meat Lovers, Quantity: 2, Price: $23.78, Order Date: 2024-01-19, Delivery Location: April's Apartment
Order ID: ORD-10167, Turtle: Leonardo, Pizza Type: Veggie, Quantity: 2, Price: $22.62, Order Date: 2024-05-10, Delivery Location: Central Park
Order ID: ORD-10168, Turtle: Donatello, Pizza Type: Supreme, Quantity: 3, Price: $20.91, Order Date: 2024-05-05, Delivery Location: April's Apartment
Order ID: ORD-10169, Turtle: Raphael, Pizza Type: Meat Lovers, Quantity: 3, Price: $18.92, Order Date: 2023-12-20, Delivery Location: Sewer Lair
Order ID: ORD-10170, Turtle: Michelangelo, Pizza Type: Cheese, Quantity: 2, Price: $14.16, Order Date: 2024-03-10, Delivery Location: Central Park
Order ID: ORD-10171, Turtle: Leonardo, Pizza Type: Pepperoni, Quantity: 5, Price: $13.89, Order Date: 2024-02-03, Delivery Location: Sewer Lair
